event_id,t,stock_flow,filler_flow,steam_pressure,machine_speed,moisture,ash,caliper,basis_weight
0,0,120.05282455804897,19.82186801446929,49.77008760731841,902.7823154446745,8.182086501338206,18.078237481110754,2.2641509314060766,45.12851909738498
0,1,120.90179296557443,20.934807158565608,51.22779642610138,901.8118375578435,8.118711960263438,18.666610420333257,2.334276184794603,51.45586874107457
0,2,120.37400747380164,20.598777353885122,50.03763229228601,897.4969963359908,8.342992488713236,18.009798389917353,2.429850190369138,56.99849726155964
0,3,119.31256602969341,21.403707110943134,50.51595334089467,899.7351331052766,8.507599608409663,17.992097461156217,2.539429289179969,62.184469280609726
0,4,120.295000627266,21.420454528666426,51.789715479837646,902.212934567375,8.573120378242015,17.859168997612773,2.641028992095353,66.1285644543148
0,5,119.2328939193368,22.069275318614984,51.517886180064515,901.8094902258498,9.051043580883979,17.814477717943547,2.641075500429445,69.64978242973305
0,6,120.70276024104582,22.961930322011227,52.10250598450428,900.9705268354236,8.915907845135786,17.804374283040353,2.775043251566557,73.5055765238619
0,7,119.960059271211,21.9454988333208,52.35844321617767,901.7015976766717,8.532537717009674,17.850090736029973,2.810002509195198,76.0858213839541
0,8,119.85211010916379,23.26233535211172,53.0099835353278,901.3958185279739,9.6378188642531,18.174536006631083,2.9377489139420145,79.11570817766665
0,9,119.45525636447685,23.372229259009657,54.00285777359272,902.7276816919154,9.41932328314975,18.302622294089893,2.923160525026786,81.41928535204673
0,10,120.97803307093922,23.140055806018676,53.56364945170159,906.7845610305108,9.386313523398746,18.203745965926768,3.0063080179396064,82.81356948030103
0,11,119.87637641434496,22.87627771767869,54.24659163428271,894.7548349537532,9.431244312451586,17.942916079831807,2.9556682822789355,84.43902516061976
0,12,119.65733774226952,23.7784910937415,52.98105494845404,901.8159777868422,9.47627304743391,18.49676483483048,3.0322627089891445,85.73224669925304
0,13,119.71829315960942,23.6039826728993,54.53285701867064,903.116774078016,9.248978297402731,18.43806276206424,3.0495811152199352,86.99995536530992
0,14,120.42584734844267,24.096528863656562,54.40707974840904,903.5266071931912,9.499115719409193,18.19789723959279,3.0370925029827593,88.15819602093514
0,15,120.29235525149126,24.08948146270627,54.53265992508664,901.5663808302979,9.031704336587218,18.049494044362962,3.0851968019499405,88.99374592554162
0,16,120.3301860892768,24.9662513186383,55.08798619193962,897.4487806317574,9.23854647315532,18.462503455367237,3.129376188557917,89.65003117264844
0,17,120.3446568024063,24.122290511642465,55.76533339843243,903.7341010766946,9.736740525812092,18.30372950694438,3.089877692237108,89.97957216828529
0,18,121.71331808069637,23.797824536030042,56.866278839022584,907.9585489575775,9.243871568369507,17.79343129433729,3.0559242299995804,90.33415547373365
0,19,119.67486798689231,24.45887226493746,55.87183153372129,898.197247411361,9.46952699091835,18.24713825910093,3.1214596102461445,91.09932475202338
0,20,119.59020581674277,24.531883582866698,57.03697591067774,905.4092204068426,9.185917425616022,18.350523758594314,3.1002380615523135,91.36553771980442
